Gene_ID,MDD_1:read count,MDD_2:read count,MDD_3:read count,MDD_4:read count,MDD_5:read count,MDD_6:read count,HC_1:read count,HC_2:read count,HC_3:read count,HC_4:read count,HC_5:read count,Length,Name,Description,Entrez_geneID
ENSG00000118420,32,37,34,25,34,14,49,55,38,26,24,6402,UBE3D,ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381],90025
ENSG00000118432,19,20,17,22,30,12,18,16,36,11,12,6345,CNR1,cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159],1268
ENSG00000118434,0,0,0,0,0,0,0,0,0,0,0,1664,SPACA1,sperm acrosome associated 1 [Source:HGNC Symbol;Acc:HGNC:14967],81833
ENSG00000118454,418,496,452,350,463,126,636,761,664,209,259,6184,ANKRD13C,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374],81573
ENSG00000118473,8,6,42,15,5,22,3,1,2,7,4,25445,SGIP1,SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412],84251
ENSG00000118482,2375,2621,2700,2853,3275,1227,3651,3895,3365,1673,1972,20926,PHF3,PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921],23469
ENSG00000118491,0,0,0,0,0,0,0,0,0,0,0,1072,ZC2HC1B,zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174],153918
ENSG00000118492,1,4,1,8,0,0,4,1,2,0,4,7771,ADGB,androglobin [Source:HGNC Symbol;Acc:HGNC:21212],79747
ENSG00000118495,509,637,625,718,600,127,973,820,878,286,272,6410,PLAGL1,PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046],5325
ENSG00000118496,487,561,590,640,779,322,822,903,830,424,433,9051,FBXO30,F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600],84085
ENSG00000118503,804,983,1001,1077,623,209,1458,1352,1692,457,624,6393,TNFAIP3,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896],7128
ENSG00000118507,156,235,246,168,209,143,242,340,244,184,194,4593,AKAP7,A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377],9465
ENSG00000118508,349,365,274,543,465,252,414,437,455,487,354,1065,RAB32,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]",10981
ENSG00000118513,85,86,95,58,122,53,97,190,118,74,85,5497,MYB,"MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]",4602
ENSG00000118514,14,18,15,15,8,3,17,31,21,12,12,2858,ALDH8A1,aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471],64577
ENSG00000118515,1046,1784,1405,1763,3444,1535,3270,2555,2230,1735,1682,9990,SGK1,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810],6446
ENSG00000118518,1004,1455,1286,1689,1577,746,1890,2034,1651,1080,998,3392,RNF146,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336],81847
ENSG00000118520,69,99,292,504,110,140,115,414,283,570,441,2219,ARG1,arginase 1 [Source:HGNC Symbol;Acc:HGNC:663],383
ENSG00000118523,3,2,1,4,3,0,3,6,0,0,2,2338,CCN2,cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500],1490
ENSG00000118526,0,0,0,0,0,0,0,0,0,0,0,3679,TCF21,transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632],6943
ENSG00000118557,16,10,6,0,10,0,10,18,11,6,4,5591,PMFBP1,polyamine modulated factor 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17728],83449
ENSG00000118564,5478,6933,5951,10416,12131,8416,7630,9319,6444,7856,7760,4701,FBXL5,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602],26234
ENSG00000118579,1553,1554,1548,1411,1585,735,2170,2153,1866,1158,1206,10972,MED28,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628],80306
ENSG00000118596,826,852,876,851,960,261,1574,1698,1254,487,503,13703,SLC16A7,solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928],9194
ENSG00000118600,106,106,100,79,87,26,112,174,106,58,46,10352,RXYLT1,ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530],10329
ENSG00000118620,471,459,579,416,582,333,743,779,564,371,361,6831,ZNF430,zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808],80264
ENSG00000118640,1043,980,1136,981,1538,908,1373,1739,1213,1293,1033,895,VAMP8,vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647],8673
ENSG00000118655,98,100,102,99,115,29,168,188,164,46,50,4721,DCLRE1B,DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641],64858
ENSG00000118680,2698,3333,3344,4019,5605,4448,3891,4976,3804,5269,5122,1738,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],103910
ENSG00000118689,977,1189,2646,1806,1473,794,2026,1406,2130,1032,1251,7670,FOXO3,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821],2309
ENSG00000118690,106,97,104,110,129,36,159,128,147,43,67,4254,ARMC2,armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045],84071
ENSG00000118702,0,0,0,0,0,0,0,0,0,0,0,550,GHRH,growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265],2691
ENSG00000118705,1622,1869,1838,1530,2230,1021,2391,2771,2116,1117,1448,3346,RPN2,ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382],6185
ENSG00000118707,198,164,161,206,142,30,333,297,277,93,137,3973,TGIF2,TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764],60436
ENSG00000118729,0,1,0,0,0,0,0,0,0,0,0,2688,CASQ2,calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513],845
ENSG00000118733,0,0,0,0,1,0,0,0,0,0,0,4393,OLFM3,olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990],118427
ENSG00000118762,319,294,267,246,291,43,410,496,411,94,137,5531,PKD2,"polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]",5311
ENSG00000118777,21,17,42,21,24,24,15,17,27,16,6,5602,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74],9429
ENSG00000118785,20,14,22,49,50,32,28,28,53,70,38,7250,SPP1,secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255],6696
ENSG00000118804,0,2,0,0,5,0,2,1,1,0,0,2244,STBD1,starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854],8987
ENSG00000118816,4600,4041,4662,5786,6148,3306,6002,6184,6978,4042,5321,4048,CCNI,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595],10983
ENSG00000118849,0,0,2,4,2,0,7,4,2,0,0,2029,RARRES1,retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867],5918
ENSG00000118855,1829,2670,2405,2460,2584,1666,3147,3076,2451,2079,1750,5227,MFSD1,major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874],64747
ENSG00000118873,994,1131,1139,1034,1262,395,1736,1818,1526,671,852,21916,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],25782
ENSG00000118894,9,18,13,17,11,7,39,35,33,21,15,3135,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221],196483
ENSG00000118898,40,13,46,56,37,4,44,28,15,28,28,7699,PPL,periplakin [Source:HGNC Symbol;Acc:HGNC:9273],5493
ENSG00000118900,1365,1059,966,2527,1576,364,2186,1571,1923,903,1112,8592,UBN1,ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506],29855
ENSG00000118922,1428,1618,1855,1245,1855,443,2645,3322,2192,879,1076,11547,KLF12,Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346],11278
ENSG00000118939,5,3,5,4,8,2,9,9,15,0,2,1905,UCHL3,ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515],7347
ENSG00000118946,2,0,0,0,1,1,0,2,2,2,2,8392,PCDH17,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267],27253
ENSG00000118960,181,250,169,313,196,59,316,274,327,98,156,14625,HS1BP3,HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979],64342
ENSG00000118961,139,160,268,171,222,97,247,394,229,112,174,4433,LDAH,lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145],60526
ENSG00000118965,163,228,248,228,251,93,340,399,237,167,163,7807,WDR35,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250],57539
ENSG00000118971,922,1020,937,824,1010,197,1986,2073,1763,495,717,7988,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583],894
ENSG00000118972,0,0,0,0,0,0,0,0,0,0,0,4713,FGF23,fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680],8074
ENSG00000118985,294,444,386,355,407,137,422,450,534,247,232,7108,ELL2,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064],22936
ENSG00000118997,2,2,6,20,5,0,13,11,20,5,10,21349,DNAH7,dynein axonemal heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:18661],56171
ENSG00000119004,328,353,349,250,334,87,541,468,385,228,177,10619,CYP20A1,cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576],57404
ENSG00000119013,329,353,344,572,677,657,402,526,390,677,617,1852,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698],4709
ENSG00000119041,514,534,634,510,648,247,736,1000,685,267,396,7330,GTF3C3,general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666],9330
ENSG00000119042,13,19,3,14,8,3,18,19,7,1,1,14762,SATB2,SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637],23314
ENSG00000119048,1909,1993,2051,3371,3725,2369,2639,2694,2591,3713,2962,3402,UBE2B,ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473],7320
ENSG00000119121,369,252,675,895,1402,233,846,784,485,387,479,9193,TRPM6,transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995],140803
ENSG00000119125,0,0,0,0,0,0,0,0,2,0,0,7904,GDA,guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212],9615
ENSG00000119138,309,493,507,252,320,105,734,616,760,247,264,5201,KLF9,Kruppel like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123],687
ENSG00000119139,3,12,9,15,4,1,19,25,12,0,2,15243,TJP2,tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828],9414
ENSG00000119147,4,2,5,5,5,3,15,14,8,1,13,1705,ECRG4,ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642],84417
ENSG00000119185,358,366,395,336,438,143,639,684,528,250,321,6659,ITGB1BP1,integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927],9270
ENSG00000119203,356,488,490,460,526,320,615,735,549,280,401,3686,CPSF3,cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326],51692
ENSG00000119227,8,8,4,8,4,1,26,19,22,0,2,3198,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596],80235
ENSG00000119231,679,770,739,734,889,220,1228,1284,1112,483,490,7035,SENP5,SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407],205564
ENSG00000119242,142,185,147,165,137,60,317,379,257,102,115,8219,CCDC92,coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563],80212
ENSG00000119280,59,64,68,48,59,32,110,62,48,56,48,5161,C1orf198,chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900],84886
ENSG00000119283,1,1,0,2,0,0,2,2,5,1,0,9389,TRIM67,tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859],440730
ENSG00000119285,513,595,623,476,695,211,984,1226,778,286,386,9061,HEATR1,HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517],55127
ENSG00000119314,4533,5242,4482,6540,7412,2314,7544,7258,7157,4654,4525,8236,PTBP3,polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253],9991
ENSG00000119318,1344,1541,1202,1864,1771,776,2125,1964,1972,1038,1126,4613,RAD23B,"RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]",5887
ENSG00000119321,1712,2243,1593,2286,1714,514,2879,2523,2713,805,1198,18557,FKBP15,FKBP prolyl isomerase family member 15 [Source:HGNC Symbol;Acc:HGNC:23397],23307
ENSG00000119326,53,49,63,79,72,133,51,40,48,89,67,3124,CTNNAL1,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512],8727
ENSG00000119328,221,263,229,253,283,148,329,353,348,197,228,2525,ABITRAM,actin binding transcription modulator [Source:HGNC Symbol;Acc:HGNC:1364],54942
ENSG00000119333,19,29,16,17,26,6,31,24,34,7,16,2672,DYNC2I2,dynein 2 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:28296],89891
ENSG00000119335,3830,4573,4051,3775,4967,2013,5937,6689,5366,2985,3915,5940,SET,SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760],6418
ENSG00000119383,381,275,308,276,261,86,572,497,453,118,222,5624,PTPA,protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308],5524
ENSG00000119392,447,532,550,655,559,221,809,723,737,317,452,10755,GLE1,GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315],2733
ENSG00000119396,1622,1984,1637,2136,2154,748,3042,2918,2664,1222,1535,4695,RAB14,"RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]",51552
ENSG00000119397,2102,2043,2588,1910,2291,460,3287,3708,3211,753,1152,22349,CNTRL,centriolin [Source:HGNC Symbol;Acc:HGNC:1858],11064
ENSG00000119401,94,90,104,85,92,26,210,204,211,63,81,3777,TRIM32,tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380],22954
ENSG00000119402,1379,1642,1520,1736,1604,395,2816,2625,2537,796,1182,11354,FBXW2,F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608],26190
ENSG00000119403,226,177,209,198,152,43,405,412,324,102,101,6594,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566],26147
ENSG00000119408,297,410,255,348,465,133,682,506,650,210,217,4433,NEK6,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749],10783
ENSG00000119411,7,7,5,6,8,0,5,6,8,0,0,2339,BSPRY,B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232],54836
ENSG00000119414,1258,1436,1278,1630,1664,706,2124,2336,2060,1005,1221,4443,PPP6C,protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323],5537
ENSG00000119421,139,174,130,127,185,125,177,289,188,178,159,804,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692],4702
ENSG00000119431,112,36,74,83,114,20,165,137,141,49,70,2092,HDHD3,haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171],81932
ENSG00000119446,539,580,624,568,901,456,845,961,802,574,655,5196,RBM18,RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413],92400
ENSG00000119457,53,91,47,49,53,9,46,70,73,25,21,2465,SLC46A2,solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055],57864
ENSG00000119471,838,1213,1038,2074,2045,1060,1478,1570,1642,1537,1254,3307,HSDL2,hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572],84263
ENSG00000119487,370,439,316,418,327,112,691,540,678,212,231,6741,MAPKAP1,MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752],79109
ENSG00000119508,7,6,3,1,11,5,6,3,7,5,3,6314,NR4A3,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982],8013
ENSG00000119509,143,195,202,139,188,55,350,272,293,75,84,7131,INVS,inversin [Source:HGNC Symbol;Acc:HGNC:17870],27130
ENSG00000119514,29,45,47,31,35,4,93,91,121,26,23,3166,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877],79695
ENSG00000119522,166,144,153,179,161,45,290,170,236,66,81,10337,DENND1A,DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324],57706
ENSG00000119523,285,291,303,231,294,62,468,519,457,135,150,2970,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]",85365
ENSG00000119535,27901,27174,25797,55728,30191,8143,50160,42698,45392,20301,21115,10594,CSF3R,colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439],1441
ENSG00000119537,335,366,302,308,300,88,434,604,489,165,187,9031,KDSR,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021],2531
ENSG00000119541,2019,2299,2061,2852,3398,1593,3489,3368,3249,2175,2284,4315,VPS4B,vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895],9525
ENSG00000119547,0,0,0,1,2,0,0,0,0,0,0,16546,ONECUT2,one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139],9480
ENSG00000119559,144,125,118,142,124,50,209,221,215,118,99,4774,C19orf25,chromosome 19 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:26711],148223
ENSG00000119574,33,47,28,41,15,7,93,89,66,23,28,3006,ZBTB45,zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715],84878
ENSG00000119596,393,530,564,425,502,102,943,834,775,248,343,14935,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798],56252
ENSG00000119599,110,77,73,46,88,26,157,142,119,41,42,5536,DCAF4,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229],26094
ENSG00000119608,34,28,38,20,32,6,70,79,72,17,17,4826,PROX2,prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715],283571
ENSG00000119614,0,0,0,0,0,0,0,0,0,0,0,3018,VSX2,visual system homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1975],338917
ENSG00000119616,535,708,648,540,689,233,847,1045,751,476,489,4747,FCF1,FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220],51077
ENSG00000119630,4,0,7,2,6,0,1,6,6,3,0,5804,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893],5228
ENSG00000119632,75,86,73,83,109,81,128,141,109,107,110,1602,IFI27L2,interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753],83982
ENSG00000119636,126,155,132,138,151,483,62,80,57,221,283,4624,BBOF1,basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855],80127
ENSG00000119638,999,1238,1193,1115,996,294,2002,1981,1760,485,788,13327,NEK9,NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591],91754
ENSG00000119640,93,88,112,66,100,42,209,149,144,77,50,1803,ACYP1,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179],97
ENSG00000119650,47,49,34,50,66,30,85,92,50,44,46,4169,IFT43,intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669],112752
ENSG00000119655,802,1047,715,843,993,587,856,964,915,650,766,2584,NPC2,NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537],10577
ENSG00000119661,88,124,83,81,75,12,172,184,121,44,55,8884,DNAL1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247],83544
ENSG00000119669,191,211,201,366,259,86,523,304,590,232,165,4166,IRF2BPL,interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282],64207
ENSG00000119673,46,45,37,28,39,12,91,108,53,35,37,2239,ACOT2,acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431],10965
ENSG00000119681,72,54,50,63,76,26,103,124,83,39,51,9078,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],4053
ENSG00000119682,1230,1293,1207,1928,1775,620,2242,2071,2304,939,1247,7805,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363],9870
ENSG00000119684,373,457,498,429,554,381,683,727,560,536,419,8358,MLH3,mutL homolog 3 [Source:HGNC Symbol;Acc:HGNC:7128],27030
ENSG00000119685,82,107,63,85,95,26,183,181,111,62,68,12267,TTLL5,tubulin tyrosine ligase like 5 [Source:HGNC Symbol;Acc:HGNC:19963],23093
ENSG00000119686,59,145,134,124,74,35,140,146,124,37,59,4910,FLVCR2,FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105],55640
ENSG00000119688,208,234,242,178,177,46,408,356,326,111,126,8922,ABCD4,ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68],5826
ENSG00000119689,748,931,779,875,999,215,1464,1479,1351,611,607,4548,DLST,dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911],1743
ENSG00000119698,2,6,6,3,10,4,6,22,10,10,5,4973,PPP4R4,protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788],57718
ENSG00000119699,31,22,29,27,24,3,57,51,44,24,24,5223,TGFB3,transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769],7043
ENSG00000119703,11,4,7,4,5,1,17,7,10,1,5,8738,ZC2HC1C,zinc finger C2HC-type containing 1C [Source:HGNC Symbol;Acc:HGNC:20354],79696
ENSG00000119705,83,130,137,98,141,89,183,190,157,147,122,2631,SLIRP,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495],81892
ENSG00000119707,5302,7469,7244,7074,7732,1649,13081,11550,10668,3053,3767,11764,RBM25,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244],58517
ENSG00000119711,116,108,108,104,100,20,191,147,185,66,49,6682,ALDH6A1,aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179],4329
ENSG00000119714,125,135,145,161,106,14,239,237,222,67,66,3474,GPR68,G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519],8111
ENSG00000119715,0,0,0,1,0,0,3,0,1,0,0,5930,ESRRB,estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473],2103
ENSG00000119718,91,127,128,125,130,59,188,213,212,96,102,5436,EIF2B2,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258],8892
ENSG00000119720,210,220,270,252,300,69,458,417,407,142,187,17393,NRDE2,"NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]",55051
ENSG00000119723,49,72,76,60,65,11,150,112,86,45,42,6686,COQ6,"coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]",51004
ENSG00000119725,13,13,11,14,23,5,24,29,28,16,6,6471,ZNF410,zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144],57862
ENSG00000119729,1227,1829,1582,1711,1697,801,2546,2177,2381,1222,1289,6424,RHOQ,ras homolog family member Q [Source:HGNC Symbol;Acc:HGNC:17736],23433
ENSG00000119737,31,18,21,21,22,1,47,61,40,14,12,2094,GPR75,G protein-coupled receptor 75 [Source:HGNC Symbol;Acc:HGNC:4526],10936
ENSG00000119760,563,633,624,524,664,93,1011,1058,946,243,317,5312,SUPT7L,"SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]",9913
ENSG00000119771,15,15,17,9,13,3,24,27,14,7,8,11109,KLHL29,kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404],114818
ENSG00000119772,382,456,452,511,469,105,843,747,672,217,281,13781,DNMT3A,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978],1788
ENSG00000119777,221,216,208,204,202,27,447,335,419,99,93,4909,TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983],54867
ENSG00000119778,660,807,820,803,874,188,1189,1244,1133,356,503,10501,ATAD2B,ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230],54454
ENSG00000119782,0,5,7,2,6,4,2,2,3,1,5,1677,FKBP1B,FKBP prolyl isomerase 1B [Source:HGNC Symbol;Acc:HGNC:3712],2281
ENSG00000119787,739,676,700,591,697,274,1429,1166,1271,354,396,5810,ATL2,atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047],64225
ENSG00000119801,2223,2718,2419,3398,4145,3212,3064,3431,3153,4120,3512,3421,YPEL5,yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329],51646
ENSG00000119812,403,427,387,349,497,123,652,772,613,170,280,17840,FAM98A,family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520],25940
ENSG00000119820,1746,2083,1921,2452,2670,1153,3487,2923,2939,1630,1699,12239,YIPF4,Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145],84272
ENSG00000119844,1669,1893,1668,2057,2591,1285,2398,2488,2256,1449,1648,6514,AFTPH,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951],54812
